"날짜","종가","시가","고가","저가","거래량","변동 %"
"2018- 03- 14","9,855","9,855","9,895","9,840","118.48K","0.46%"
"2018- 03- 13","9,810","9,880","9,880","9,810","21.38K","-0.51%"
"2018- 03- 12","9,860","9,835","9,860","9,820","60.61K","0.66%"
"2018- 03- 09","9,795","9,820","9,850","9,785","73.65K","-0.71%"
"2018- 03- 08","9,865","9,875","9,890","9,845","17.12K","-0.60%"
"2018- 03- 07","9,925","9,960","9,975","9,915","29.97K","0.61%"
"2018- 03- 06","9,865","9,850","9,865","9,820","156.48K","-0.35%"
"2018- 03- 05","9,900","9,860","9,905","9,845","30.10K","0.76%"
"2018- 03- 02","9,825","9,825","9,830","9,795","19.17K","0.00%"
"2018- 02- 28","9,825","9,825","9,835","9,795","57.76K","-1.31%"
"2018- 02- 27","9,955","9,995","9,995","9,920","29.88K","-0.35%"
"2018- 02- 26","9,990","9,900","9,990","9,875","51.83K","1.11%"
"2018- 02- 23","9,880","9,905","9,935","9,880","36.16K","0.30%"
"2018- 02- 22","9,850","9,900","9,900","9,850","150.77K","-0.51%"
"2018- 02- 21","9,900","9,900","9,920","9,880","120.33K","-1.00%"
"2018- 02- 20","10,000","10,045","10,045","9,975","79.59K","-0.70%"
"2018- 02- 19","10,070","10,045","10,475","10,025","339.07K","1.16%"
"2018- 02- 14","9,955","9,935","9,970","9,915","68.48K","0.45%"
"2018- 02- 13","9,910","9,885","9,915","9,845","120.53K","0.25%"
"2018- 02- 12","9,885","9,830","9,885","9,820","40.78K","0.51%"
"2018- 02- 09","9,835","9,870","9,870","9,800","40.48K","0.46%"
"2018- 02- 08","9,790","9,845","9,845","9,750","41.60K","-1.46%"
"2018- 02- 07","9,935","9,900","9,935","9,880","49.75K","-0.90%"
"2018- 02- 06","10,025","9,980","10,045","9,965","150.95K","1.06%"
"2018- 02- 05","9,920","9,945","9,945","9,905","35.83K","-1.34%"
"2018- 02- 02","10,055","10,045","10,070","10,035","39.49K","0.45%"
"2018- 02- 01","10,010","10,045","10,050","10,000","102.75K","-0.25%"
"2018- 01- 31","10,035","9,980","10,035","9,960","70.40K","0.65%"
"2018- 01- 30","9,970","10,020","10,020","9,945","38.17K","-0.99%"
"2018- 01- 29","10,070","10,095","10,100","10,050","34.12K","-0.44%"
"2018- 01- 26","10,115","10,065","10,115","10,050","43.01K","-0.98%"
