"날짜","종가","시가","고가","저가","거래량","변동 %"
"2019- 04- 11","123.51","123.69","123.95","123.17","860.39K","-0.01%"
"2019- 04- 10","123.52","122.08","123.59","122.03","705.64K","1.30%"
"2019- 04- 09","121.93","122.97","123.09","121.71","1.05M","-1.26%"
"2019- 04- 08","123.48","123.23","123.66","122.89","839.21K","-0.12%"
"2019- 04- 05","123.63","122.67","123.69","122.52","1.43M","1.00%"
"2019- 04- 04","122.41","121.36","122.42","121.36","479.57K","0.94%"
"2019- 04- 03","121.27","121.88","122.26","121.03","660.76K","0.24%"
"2019- 04- 02","120.98","121.59","121.66","120.50","535.82K","-0.42%"
"2019- 04- 01","121.49","120.51","121.57","120.43","1.41M","1.33%"
"2019- 03- 29","119.90","120.63","120.84","119.19","1.11M","-0.01%"
"2019- 03- 28","119.91","119.36","120.05","118.61","730.13K","0.71%"
"2019- 03- 27","119.06","119.03","119.53","117.79","731.22K","0.08%"
"2019- 03- 26","118.97","118.38","119.50","118.09","1.49M","1.28%"
"2019- 03- 25","117.47","116.93","118.31","116.15","1.02M","0.42%"
"2019- 03- 22","116.98","120.28","120.42","116.98","2.41M","-3.29%"
"2019- 03- 21","120.96","119.47","121.78","119.40","589.37K","0.92%"
"2019- 03- 20","119.86","120.91","121.52","119.39","826.71K","-1.32%"
"2019- 03- 19","121.46","123.05","123.19","121.21","758.40K","-0.92%"
"2019- 03- 18","122.59","121.96","123.02","121.67","564.07K","0.70%"
"2019- 03- 15","121.74","121.63","122.67","121.45","862.74K","0.20%"
"2019- 03- 14","121.50","121.95","122.05","121.36","475.18K","-0.39%"
"2019- 03- 13","121.97","121.90","122.53","121.85","671.93K","0.36%"
"2019- 03- 12","121.53","121.78","122.09","121.21","369.80K","0.00%"
"2019- 03- 11","121.53","119.97","121.54","119.88","937.07K","1.56%"
"2019- 03- 08","119.66","119.10","119.76","119.10","520.14K","-0.08%"
"2019- 03- 07","119.75","121.07","121.10","119.59","964.58K","-1.10%"
"2019- 03- 06","121.08","123.26","123.35","121.05","1.67M","-1.85%"
"2019- 03- 05","123.36","124.18","124.18","123.22","310.63K","-0.54%"
"2019- 03- 04","124.03","124.82","125.09","123.11","1.04M","-0.45%"
"2019- 03- 01","124.59","124.78","125.06","123.62","851.13K","0.54%"
"2019- 02- 28","123.92","124.30","124.48","123.70","356.29K","-0.43%"
"2019- 02- 27","124.45","124.10","124.58","123.78","388.91K","-0.01%"
"2019- 02- 26","124.46","125.23","125.53","124.37","1.37M","-0.80%"
"2019- 02- 25","125.47","126.34","126.58","125.41","1.23M","-0.26%"
"2019- 02- 22","125.80","125.36","125.97","125.26","619.28K","0.62%"
"2019- 02- 21","125.03","125.30","125.41","124.46","482.79K","-0.37%"
"2019- 02- 20","125.50","124.68","125.64","124.56","1.06M","0.69%"
"2019- 02- 19","124.64","123.70","124.95","123.60","338.10K","0.48%"
"2019- 02- 15","124.05","122.97","124.27","122.69","270.47K","1.50%"
"2019- 02- 14","122.22","121.68","122.79","121.36","382.62K","0.00%"
"2019- 02- 13","122.22","122.03","122.42","121.64","335.38K","0.43%"
"2019- 02- 12","121.70","121.28","122.00","121.26","497.21K","0.85%"
"2019- 02- 11","120.68","120.10","120.72","119.58","389.34K","0.73%"
"2019- 02- 08","119.80","119.54","120.22","119.01","248.48K","-0.21%"
"2019- 02- 07","120.05","119.89","120.56","119.03","337.23K","-0.38%"
"2019- 02- 06","120.51","120.67","120.83","120.09","338.32K","-0.20%"
"2019- 02- 05","120.75","120.72","120.90","119.92","921.79K","0.13%"
"2019- 02- 04","120.59","119.48","120.60","118.94","640.44K","0.99%"
"2019- 02- 01","119.41","119.60","119.80","118.92","500.03K","0.12%"
"2019- 01- 31","119.27","118.50","119.38","118.34","772.39K","0.51%"
"2019- 01- 30","118.66","118.06","119.13","117.23","459.50K","0.82%"
